Loan purpose ,ID,Length of time as a client ,Length of loan ,Type of business / Industry ,Years in business ,Start-up business ,Cash-on-hand ,Total assets ,Debt/equity ratio ,Risk
Working Capital,1037,4,9,Hospitality,10,No,6214464.491,30578756.89,57,47.97664348
Inventory,1038,12,4,Manufacturing,20,Yes,5760561.371,20441800.77,34,50.49226426
Real Estate,1039,7,4,Retail,5,No,5648824.275,31562485.53,41,61.09066449
Employee/Payroll,1040,9,3,High-Tech,9,No,5895295.323,23137757.61,34,53.69333369
Employee/Payroll,1041,5,4,Financial Services,17,Yes,5940282.198,15477414.92,62,59.69919168
Inventory,1042,11,1,Retail,12,No,5676123.636,18463240.53,36,53.80128844
New Equipment,1043,16,9,Healthcare,13,Yes,6693096.498,23234181.95,50,54.70077239
Operation Expansion,1044,8,7,Hospitality,4,Yes,1790615.937,20492131.43,32,86.00542289
Real Estate,1045,5,10,Retail,2,No,3104164.983,39579141.6,53,67.92214578
Working Capital,1046,20,2,Financial Services,2,No,4862469.431,28203567.33,63,67.97225179
Employee/Payroll,1047,7,6,Manufacturing,11,No,5758344.13,33975954.05,41,47.65767372
New Equipment,1048,9,10,Manufacturing,8,Yes,6560308.864,31561740.69,32,61.58855237
Employee/Payroll,1049,13,2,Financial Services,8,No,4280439.621,20586790.65,40,62.83031447
Working Capital,1050,17,6,High-Tech,13,Yes,6597438.235,17167347.76,40,57.10747106
Employee/Payroll,1051,13,5,Healthcare,16,No,8757919.105,17704913.4,53,34.60429427
Real Estate,1052,19,2,High-Tech,8,Yes,3934464.779,26214002.64,26,70.91384918
Inventory,1053,11,7,Hospitality,4,No,4633576.299,21845545.91,36,63.11297369
Employee/Payroll,1054,5,2,Hospitality,11,Yes,5894535.613,29309945.57,41,62.39420535
Employee/Payroll,1055,14,7,Retail,1,Yes,5450184.698,29665889.22,28,73.66149576
New Equipment,1056,7,5,Manufacturing,18,No,5285349.873,24980814.31,64,45.62369736
Working Capital,1057,10,6,Retail,6,Yes,1699797.763,23023505.29,38,84.62228617
Working Capital,1058,13,6,Financial Services,18,No,4907322.695,26916258.56,39,40.70445236
Employee/Payroll,1059,7,5,Retail,15,Yes,2315603.476,22128931.14,19,65.43140136
Working Capital,1060,14,3,Retail,12,Yes,4663190.304,33226418.2,46,62.72844441
Working Capital,1061,20,4,Manufacturing,1,Yes,4855730.312,22495446.32,32,81.55091546
Real Estate,1062,11,2,Hospitality,10,Yes,5079507.739,23390675.22,65,70.09027529
Working Capital,1063,4,9,Financial Services,13,Yes,5094147.788,23215645.38,22,60.57271931
Employee/Payroll,1064,18,10,Financial Services,6,No,7430088.683,32772472.49,44,44.39851867
Operation Expansion,1065,8,1,Healthcare,3,Yes,3295729.672,18132164.28,53,90.44807049
Operation Expansion,1066,1,2,High-Tech,13,Yes,5945534.332,29256472.77,31,60.83993994
New Equipment,1067,1,7,Manufacturing,5,Yes,6894841.798,23437205.3,43,74.3228837
New Equipment,1068,4,10,Retail,10,No,4984128.022,23981681.02,20,52.39346529
Working Capital,1069,13,4,Hospitality,5,Yes,3692068.576,22647447.61,25,77.4003455
Inventory,1070,17,5,Healthcare,9,Yes,5198852.858,26277057.42,31,63.63661137
Working Capital,1071,10,1,Financial Services,1,No,9188426.748,27414476.1,46,59.53984632
New Equipment,1072,15,8,Retail,13,No,5264178.02,20320931.56,39,48.84988122
Employee/Payroll,1073,5,1,Manufacturing,15,Yes,4807111.695,12175046.63,51,69.98460819
Working Capital,1074,7,2,Hospitality,4,No,3729781.151,25629508.03,52,71.17191636
Real Estate,1075,17,3,Financial Services,20,Yes,4126004.096,14323818.05,47,59.13973933
Operation Expansion,1076,1,4,Retail,18,No,6954646.432,17836709.48,62,43.37120879
Working Capital,1077,20,4,Manufacturing,5,Yes,3259641.655,31347925.69,32,76.48626013
Employee/Payroll,1078,15,5,Financial Services,10,No,4725222.255,21507755.79,50,55.70163376
Employee/Payroll,1079,5,6,High-Tech,17,Yes,6807864.91,23617380.83,29,48.60956718
New Equipment,1080,17,8,Healthcare,4,Yes,3624938.272,29836527.17,16,71.54752256
Employee/Payroll,1081,19,2,Healthcare,9,Yes,6332972.778,16064005.04,63,67.09228016
New Equipment,1082,17,6,Hospitality,18,Yes,3107783.262,24022797.91,24,55.66942988
Operation Expansion,1083,8,9,Healthcare,15,Yes,2444209.203,31886221.26,63,62.92688037
Working Capital,1084,5,5,High-Tech,1,No,6676843.168,27441906.77,46,64.82714004
Operation Expansion,1085,4,10,Retail,3,No,5875083.586,22054496.1,26,61.65468685
New Equipment,1086,20,3,Hospitality,10,Yes,5450175.169,33517403.24,29,59.40664279
New Equipment,1087,19,9,High-Tech,8,Yes,4315558.249,24651507.56,24,65.65270829
Employee/Payroll,1088,15,9,Manufacturing,3,No,3154595.229,19748109.87,21,67.15384401
Working Capital,1089,3,3,Financial Services,2,Yes,2132420.962,30899615.59,34,91.02777811
Working Capital,1090,18,7,Financial Services,4,Yes,5972448.207,28256997.83,54,70.46063179
Working Capital,1091,17,3,Financial Services,18,No,3069639.252,13866879.21,30,51.60079184
Operation Expansion,1092,17,2,Retail,10,Yes,4085594.903,23547537.38,51,71.18836858
Employee/Payroll,1093,19,6,Manufacturing,11,No,4479782.009,29523937.15,62,50.57653778
Real Estate,1094,13,10,Retail,7,No,4785827.783,22173346.08,64,59.34508835
Inventory,1095,6,2,Financial Services,14,Yes,5458851.057,18389446.32,24,63.37583086
Operation Expansion,1096,9,4,High-Tech,3,Yes,3604258.429,28919587.89,30,80.49004908
Working Capital,1097,12,4,Retail,14,No,5336883.758,28222424.99,33,45.96686053
Employee/Payroll,1098,13,10,Retail,15,Yes,5084175.812,29602377.46,34,51.11204133
Working Capital,1099,1,8,Manufacturing,3,No,5368260.712,24041592.4,40,67.89488319
Real Estate,1100,20,7,High-Tech,5,Yes,4291699.168,23466546.52,34,73.11201637
Working Capital,1101,12,7,Hospitality,19,Yes,2331663.288,19531087.9,62,61.33050868
Real Estate,1102,15,5,High-Tech,20,No,7020680.884,29213274.83,17,24.92871388
Operation Expansion,1103,11,1,High-Tech,13,No,3362155.573,28477605.61,32,54.48745574
New Equipment,1104,2,6,Healthcare,5,Yes,4742035.147,24217367.86,56,80.30767036
Inventory,1105,18,6,Retail,5,No,4203702.985,18842053.39,44,64.55744713
Working Capital,1106,18,9,High-Tech,18,No,5439354.336,34487717.67,46,31.26926114
Operation Expansion,1107,10,7,High-Tech,9,No,4627375.668,45098717.47,57,48.13667537
Employee/Payroll,1108,15,6,Healthcare,1,No,7411833.57,35186670.74,19,50.73459244
New Equipment,1109,14,2,Financial Services,3,Yes,3743372.292,28391707.86,23,81.7559931
Working Capital,1110,20,10,Healthcare,14,No,4615722.498,21539657.08,29,43.2266003
Inventory,1111,10,8,Retail,4,Yes,5742134.239,23882735.52,27,71.15816577
New Equipment,1112,19,4,Healthcare,16,Yes,2983669.424,23111730.79,22,60.93322593
New Equipment,1113,5,8,Healthcare,8,Yes,2709124.945,16044065.81,24,79.92156804
Real Estate,1114,11,1,High-Tech,19,Yes,4512569.419,31665480.75,64,55.04796439
New Equipment,1115,16,10,Healthcare,5,No,1838124.44,16496917.7,16,67.54581333
Inventory,1116,13,9,Manufacturing,9,Yes,5711562.216,20392401.77,49,65.87126596
Inventory,1117,5,5,Hospitality,15,Yes,6136256.397,26665533.36,18,50.88662932
Operation Expansion,1118,13,6,Healthcare,17,No,6456407.945,33495551.14,46,33.78069559
Real Estate,1119,5,1,Healthcare,2,Yes,5325995.469,19326650.57,52,87.1229069
New Equipment,1120,4,5,Healthcare,12,Yes,8657545.947,29456322.3,17,49.59714594
Employee/Payroll,1121,15,6,Financial Services,3,Yes,4580295.346,22263061.37,21,75.56653299
New Equipment,1122,1,2,Retail,17,No,5953557.353,25130940.29,30,45.97433516
Real Estate,1123,17,7,Manufacturing,16,Yes,4532181.281,26561824.32,60,57.71179674
Real Estate,1124,2,6,Retail,13,Yes,7626685.544,28386464.8,25,53.87840021
Employee/Payroll,1125,6,10,Healthcare,13,Yes,5929862.874,29398158.58,45,54.43187413
Working Capital,1126,20,7,Healthcare,2,No,5192507.047,38086917.93,40,57.41416549
Operation Expansion,1127,13,9,Manufacturing,5,Yes,3252244.602,9051270.28,63,85.73988194
New Equipment,1128,4,1,Healthcare,16,Yes,3836837.068,42469972.67,45,60.1427493
Operation Expansion,1129,1,6,Hospitality,11,No,5027380.525,24803611.58,18,50.3859585
Real Estate,1130,1,4,Manufacturing,5,Yes,6188443.816,30091664.26,46,75.5974243
Working Capital,1131,20,3,High-Tech,20,No,1731046.055,20194128.72,34,48.01402015
New Equipment,1132,4,6,Manufacturing,20,No,4951888.75,28487651.73,53,41.90071959
Employee/Payroll,1133,14,3,Financial Services,18,Yes,5683167.127,33854898.42,27,46.684552
Inventory,1134,11,10,High-Tech,10,Yes,4904448.175,10496906.09,26,66.60541242
Real Estate,1135,19,1,High-Tech,10,Yes,4051110.623,15747594.04,25,72.03560912
Employee/Payroll,1136,12,1,Hospitality,19,No,3021302.077,12171999.48,65,52.51459962
Employee/Payroll,1137,8,3,Healthcare,8,Yes,2007730.573,10465391.52,33,85.74066837
New Equipment,1138,10,9,Manufacturing,13,No,3592450.885,27177940.28,24,51.32889475
Employee/Payroll,1139,6,7,Retail,17,Yes,3984567.114,20238823.21,34,59.44570187
Real Estate,1140,4,10,Hospitality,10,Yes,6447854.055,20868719.88,35,62.0052409
Inventory,1141,4,4,High-Tech,15,Yes,3470123.704,29483730.46,56,64.17666478
Working Capital,1142,2,2,Hospitality,6,No,5378018.448,27934776.63,61,63.77056238
Real Estate,1143,1,1,High-Tech,12,No,3396161.954,19149586.34,54,65.5542253
New Equipment,1144,4,8,Healthcare,13,Yes,2603043.46,33555171.59,45,67.70557735
Inventory,1145,6,2,Hospitality,1,No,523797.2215,30331984.52,54,83.65019478
Employee/Payroll,1146,10,7,Hospitality,17,Yes,3824334.796,34612951.39,20,48.86783965
Real Estate,1147,7,10,Healthcare,4,Yes,4353823.105,24946128.66,20,74.12423778
New Equipment,1148,16,10,High-Tech,17,Yes,2281363.298,23728683.07,40,60.09456103
Employee/Payroll,1149,11,1,Manufacturing,3,Yes,5950629.333,17839268.04,44,81.27001688
New Equipment,1150,7,10,Manufacturing,9,No,4926027.796,27751483.95,31,54.82442612
Working Capital,1151,1,9,Manufacturing,5,Yes,1377491.03,28270957,23,84.92450991
New Equipment,1152,7,6,Healthcare,11,No,1807252.368,28511196.96,49,63.76603587
Working Capital,1153,17,10,High-Tech,2,Yes,2774499.931,27341497.9,30,79.14095614
Inventory,1154,1,4,Hospitality,11,No,4648633.422,34553077.71,64,53.31639761
Operation Expansion,1155,18,1,Healthcare,3,No,4754679.369,19057612.72,22,66.6813346
Employee/Payroll,1156,12,5,High-Tech,18,Yes,5106044.974,32445619.57,60,49.31914996
Inventory,1157,3,1,Financial Services,1,Yes,6939524.582,25483965.9,54,81.421344
Operation Expansion,1158,12,3,Hospitality,3,Yes,7122879.345,21072826.15,29,71.67831809
New Equipment,1159,15,1,Hospitality,7,No,6351472.848,23729067.67,41,57.27233707
New Equipment,1160,3,10,Manufacturing,17,No,1612846.031,37686709.6,15,45.37836621
Real Estate,1161,9,5,Manufacturing,14,Yes,5987762.624,9057105.516,37,66.19651757
Operation Expansion,1162,16,1,Hospitality,8,No,3757931.491,31696798.23,36,58.36369488
New Equipment,1163,8,1,Hospitality,5,Yes,5665599.589,27919270.03,26,73.91503777
Working Capital,1164,15,1,Financial Services,5,No,6326409.422,27032196.15,41,60.25203537
Working Capital,1165,9,3,High-Tech,20,No,5183954.375,36212536.29,32,34.02086229
Working Capital,1166,9,8,High-Tech,1,No,6293431.121,21065076.38,32,64.11129484
Real Estate,1167,6,9,Manufacturing,2,Yes,4705405.193,26904367.28,24,78.97254607
Employee/Payroll,1168,1,2,High-Tech,17,No,5542946.377,8098498.238,26,50.08678654
Working Capital,1169,7,2,Manufacturing,3,No,3779288.523,20515596.64,35,76.05742566
Inventory,1170,5,3,Hospitality,17,Yes,3027312.097,12346455.6,64,69.39432057
Real Estate,1171,17,9,Hospitality,15,Yes,5298546.393,23558132.33,53,54.03498967
New Equipment,1172,9,7,Retail,13,Yes,6165708.219,17821891.15,16,57.57478806
Inventory,1173,2,3,Financial Services,15,No,3518989.927,23879369.37,16,51.38355787
Employee/Payroll,1174,2,4,Manufacturing,19,No,5104131.289,24319673.88,20,40.53785035
New Equipment,1175,4,10,Manufacturing,20,Yes,5979495.853,27571766.77,54,48.68773234
New Equipment,1176,9,10,High-Tech,9,No,5214046.936,24364701.84,59,54.50716234
New Equipment,1177,18,8,Healthcare,4,Yes,8799591.644,24713843,62,62.60425406
Real Estate,1178,16,5,Financial Services,5,No,4585146.689,36155237.02,48,59.88768262
Real Estate,1179,5,9,Financial Services,16,Yes,2539392.831,29136066.22,54,64.74860502
Operation Expansion,1180,20,2,Retail,16,Yes,8317878.544,31426845.51,35,42.88012781
Working Capital,1181,5,5,Hospitality,9,Yes,6320159.249,22472400.6,28,65.13429136
Working Capital,1182,16,3,Hospitality,13,No,5344932.228,24016996.78,27,46.36254136
Working Capital,1183,10,5,High-Tech,16,Yes,3371849.393,23255679.65,26,61.25300649
Operation Expansion,1184,6,6,Healthcare,3,Yes,4205675.218,35621181.88,25,75.17869519
Operation Expansion,1185,6,5,High-Tech,9,Yes,5191754.223,29779633.14,59,67.65952661
Real Estate,1186,2,4,Financial Services,13,Yes,8517158.015,9686716.326,22,59.85885148
Operation Expansion,1187,1,2,Manufacturing,18,Yes,7032319.246,31482838.48,33,50.60592644
Real Estate,1188,16,3,Manufacturing,4,Yes,878616.1356,24037525.22,65,92.951782
Working Capital,1189,6,7,Manufacturing,20,No,3538064.138,27525405.23,28,42.38447626
Inventory,1190,3,5,Financial Services,12,Yes,4992603.367,13160453.38,54,71.91411415
Employee/Payroll,1191,14,9,Hospitality,15,Yes,5667707.87,17313372.18,51,54.31223692
New Equipment,1192,11,10,Financial Services,3,No,7869404.11,6399005.725,20,60.03231656
New Equipment,1193,14,10,Manufacturing,10,No,2789120.915,37197485.03,18,51.01523446
Operation Expansion,1194,6,8,Retail,17,Yes,4936817.003,31168807.98,45,53.19239892
Operation Expansion,1195,1,8,Retail,9,Yes,2422525.085,23696089.64,27,76.96901507
Operation Expansion,1196,3,7,Retail,8,Yes,4940892.798,10747573.82,24,75.39443413
Inventory,1197,11,5,Financial Services,3,No,4634731.012,13704078.49,54,72.49463346
Operation Expansion,1198,3,8,High-Tech,1,Yes,2463441.277,27720039.56,64,89.1524006
Working Capital,1199,12,9,Healthcare,11,Yes,4246774.694,25243685.13,61,65.57848822
Inventory,1200,5,3,Financial Services,6,Yes,8579760.188,18668083.56,56,68.95349928
New Equipment,1201,18,2,Hospitality,14,Yes,5356175.486,31073995.35,38,56.51085675
Employee/Payroll,1202,9,1,Financial Services,17,Yes,4828971.463,15847334.99,36,62.40060315
Employee/Payroll,1203,6,4,Manufacturing,13,No,5910809.96,12968573.91,64,55.1869866
Working Capital,1204,4,10,Financial Services,2,Yes,4555372.157,20411161.11,17,78.98340952
New Equipment,1205,12,2,Financial Services,3,Yes,5783241.767,26315632.41,28,77.76533539
Employee/Payroll,1206,10,3,High-Tech,9,Yes,4952274.175,18302803.72,23,68.94941062
Operation Expansion,1207,18,9,Retail,14,No,3623644.78,22994738.89,18,44.55652592
Inventory,1208,15,9,High-Tech,9,No,5583584.163,29827443.99,35,46.49309137
Employee/Payroll,1209,7,3,Hospitality,5,Yes,4924617.376,17728883.76,34,77.94430877
Working Capital,1210,8,7,Manufacturing,11,Yes,5051805.516,27634622.59,58,66.13063179
Working Capital,1211,5,7,Hospitality,3,Yes,6083911.503,26728639.13,18,70.14311729
New Equipment,1212,16,10,High-Tech,15,Yes,7723366.847,30995880.03,18,39.60507695
Inventory,1213,18,2,Manufacturing,13,No,6860973.46,26805572.56,34,42.90125784
New Equipment,1214,12,8,Retail,1,Yes,5404091.626,27995351.38,60,79.21076936
Operation Expansion,1215,2,4,High-Tech,3,Yes,6580459.006,34541079.36,15,67.113415
Real Estate,1216,18,4,High-Tech,7,Yes,2550197.575,25550202.35,41,77.8091089
Operation Expansion,1217,2,10,Hospitality,4,No,4571524.172,27427238.02,20,59.73275157
Employee/Payroll,1218,16,1,High-Tech,5,No,4490459.652,17504534.68,15,61.50452885
Real Estate,1219,7,2,High-Tech,15,Yes,6691453.893,14314534.08,20,58.19505553
Working Capital,1220,16,8,Healthcare,8,No,3258531.662,27548906.41,46,59.02021989
Inventory,1221,10,5,High-Tech,16,No,5586698.891,36363855.78,49,37.81347978
Working Capital,1222,6,7,Healthcare,3,Yes,5067110.067,19612329.53,52,81.26032118
Operation Expansion,1223,7,8,Retail,9,Yes,5542653.675,27867841.29,56,65.825114
Inventory,1224,9,6,Retail,2,Yes,5876600.17,20164471.73,28,77.34773008
Employee/Payroll,1225,3,9,Hospitality,10,No,3196680.123,15103060.22,33,61.04173227
Real Estate,1226,18,1,Manufacturing,5,No,7920616.061,30104772.98,26,52.31189252
New Equipment,1227,3,1,Retail,9,Yes,4682205.841,24841635.52,57,77.38012047
Working Capital,1228,11,6,Manufacturing,19,No,5667973.43,17982618.48,38,41.36695434
Inventory,1229,12,10,Manufacturing,3,No,5474312.092,27385673.93,51,60.92084005
Inventory,1230,4,10,Manufacturing,17,No,5943359.763,31618070.2,35,36.50057999
Operation Expansion,1231,10,6,High-Tech,15,No,2729854.514,29426667,24,48.48154125
Operation Expansion,1232,14,1,High-Tech,9,Yes,3507027.923,28216299.36,53,73.50516659
Operation Expansion,1233,18,8,Retail,10,No,5524317.67,27474398.97,41,47.70388508
Working Capital,1234,12,3,Manufacturing,9,Yes,1467709.775,29944863.95,65,81.38721174
Working Capital,1235,4,10,Healthcare,16,Yes,4367981.375,20422403.32,63,61.00049664
Operation Expansion,1236,20,7,Healthcare,17,Yes,3333081.771,21316609.05,19,54.20596837
Operation Expansion,1237,18,9,Financial Services,20,Yes,4124317.684,24246630.78,19,45.92114455
Operation Expansion,1238,4,8,Hospitality,12,Yes,6471867.74,17032063.86,64,62.17626091
Working Capital,1239,16,5,Hospitality,18,No,6405172.009,23861438.79,51,35.69144216
Operation Expansion,1240,1,9,Financial Services,4,No,5617839.952,31064576.66,16,56.45087268
New Equipment,1241,13,3,Financial Services,4,No,4770002.409,32207826.93,30,63.86592044
Working Capital,1242,14,9,High-Tech,2,Yes,3088224.23,25872002.01,20,78.4033834
Real Estate,1243,3,8,Manufacturing,10,No,4340867.368,20535688.02,38,60.85567764
New Equipment,1244,8,7,Healthcare,19,Yes,4332092.935,26877629.94,44,54.54520717
Employee/Payroll,1245,16,1,Retail,15,Yes,3508433.292,24880552.68,40,63.71212992
Inventory,1246,6,5,High-Tech,14,Yes,4451641.1,18082050.76,56,65.99500522
Working Capital,1247,19,2,High-Tech,2,No,4411301.838,27704450.15,45,67.67179301
Employee/Payroll,1248,7,9,Hospitality,16,Yes,4923670.791,22787530.74,49,54.98966378
Working Capital,1249,18,7,Financial Services,13,Yes,7172849.238,17400061.75,43,55.88428166
Operation Expansion,1250,12,10,High-Tech,8,No,2461333.037,11059679.14,26,65.13048217
Working Capital,1251,18,4,Financial Services,19,No,5528812.291,30430085.5,59,36.495538
New Equipment,1252,10,4,High-Tech,7,Yes,2934828.051,21112445.08,65,82.57494224
Employee/Payroll,1253,19,10,Hospitality,19,No,5043990.977,15255522.64,41,35.36856037
New Equipment,1254,2,1,Financial Services,3,Yes,2095676.476,36691717.32,52,91.0843656
Operation Expansion,1255,18,10,Manufacturing,7,Yes,3939923.945,19156182.49,35,72.39440359
Working Capital,1256,6,8,Healthcare,19,No,5164329.799,28664149.02,46,37.94780696
Real Estate,1257,20,6,Retail,15,Yes,3305916.506,19166750.09,50,64.51008208
Real Estate,1258,14,7,Financial Services,1,No,6269394.256,18551398.79,20,63.98400803
Employee/Payroll,1259,7,7,Retail,9,Yes,4950101.279,16929889.73,39,70.87865968
Inventory,1260,2,5,Hospitality,13,Yes,3611804.486,21968731.7,39,68.55673396
Operation Expansion,1261,14,7,Manufacturing,4,Yes,5641305.486,31907960.56,20,67.53291129
New Equipment,1262,7,1,Financial Services,7,No,6779879.848,7322334.49,38,66.91268857
Inventory,1263,10,7,Financial Services,15,Yes,5597861.969,32234368.44,18,49.30389424
New Equipment,1264,6,2,Healthcare,6,Yes,4623309.38,32665041.37,40,76.21977063
Working Capital,1265,2,9,Hospitality,4,Yes,6704801.653,27143738.76,24,67.6722001
Working Capital,1266,14,10,Retail,17,Yes,5595917.403,35202045.34,61,46.7095021
Real Estate,1267,8,3,Retail,14,No,5633093.259,34263709.88,39,45.63065581
